,price
779,659000.0
780,770000.0
781,448800.0
782,589000.0
783,599000.0
784,409700.0
785,659000.0
786,850000.0
787,337680.0
789,299376.0
790,568656.0
792,490000.0
793,530000.0
794,695000.0
795,475000.0
796,929000.0
797,449000.0
798,349000.0
799,725000.0
800,870000.0
801,419000.0
802,990000.0
803,899000.0
805,257785.0
807,885000.0
808,799000.0
809,1209600.0
810,990000.0
811,419200.0
812,677000.0
813,430000.0
814,380000.0
815,215000.0
816,330000.0
817,529000.0
818,434214.0
819,655000.0
820,360000.0
821,898000.0
822,425000.0
823,950000.0
824,1181645.6
825,599000.0
826,617000.0
827,549000.0
829,849000.0
830,439900.0
831,339000.0
832,339000.0
834,450000.0
835,549000.0
837,465000.0
838,1299200.0
839,699000.0
840,499000.0
841,409000.0
842,1449000.0
843,660000.0
844,534000.0
845,435000.0
846,945000.0
847,699000.0
848,1120000.0
849,500000.0
850,550000.0
852,428000.0
853,310200.0
854,619000.0
855,937000.0
856,879000.0
857,1170000.0
858,1190000.0
859,1490000.0
860,299000.0
861,609000.0
862,640000.0
863,429000.0
864,1080000.0
865,650000.0
866,448300.0
867,727500.0
868,539000.0
869,645000.0
870,238062.0
871,226000.0
872,199000.0
873,395070.0
874,329000.0
876,336700.0
877,320000.0
878,944501.0
879,660000.0
880,292321.0
881,318000.0
882,1089000.0
883,429000.0
884,650000.0
885,509000.0
886,340000.0
887,750000.0
888,539000.0
889,495000.0
890,840000.0
891,490000.0
892,728900.0
893,480000.0
894,765072.0
895,689000.0
896,639000.0
897,452000.0
898,330000.0
899,1100000.0
900,1150000.0
901,950000.0
902,618000.0
903,239000.0
904,823000.0
905,410000.0
906,1180000.0
907,1400000.0
908,619000.0
909,189000.0
910,859000.0
911,375000.0
912,372108.0
914,1250000.0
915,505000.0
916,419000.0
917,559000.0
918,409000.0
919,1025850.0
920,1499000.0
921,325000.0
922,731500.0
923,1450000.0
924,1000000.0
925,1000000.0
926,649000.0
927,246400.0
928,1279000.0
929,299000.0
930,405000.0
931,681250.0
932,1495000.0
934,679000.0
935,270000.0
936,985000.0
937,777000.0
939,499999.0
940,339000.0
941,1099000.0
942,921000.0
943,650000.0
944,850000.0
945,556000.0
946,402000.0
947,799000.0
948,634921.6
949,822000.0
950,649000.0
951,699900.0
952,365000.0
953,557000.0
954,438900.0
955,415000.0
956,680000.0
959,616465.0
961,425000.0
962,485433.0
963,365000.0
964,299004.0
965,275000.0
966,319004.0
967,320000.0
968,894000.0
970,493039.0
971,1308000.0
972,1239120.0
973,649000.0
975,729000.0
976,699000.0
977,797000.0
978,220000.0
979,1200000.0
980,619000.0
981,649000.0
982,499000.0
983,386000.0
985,405000.0
986,382000.0
987,299000.0
988,239000.0
989,310000.0
990,239000.0
991,320000.0
992,299000.0
993,385000.0
994,450000.0
995,420000.0
996,489000.0
997,320000.0
998,1199000.0
999,1365000.0
1000,338449.0
1001,351619.0
1002,840000.0
1003,480424.0
1004,509000.0
1005,938000.0
1006,335000.0
1007,589000.0
1008,499000.0
1009,500000.0
1011,670000.0
1012,525360.0
1013,525360.0
1014,842760.0
1015,511920.0
1016,525360.0
1017,505800.0
1019,507078.0
1020,399000.0
1021,499000.0
1022,329000.0
1023,929000.0
1024,720000.0
1025,607100.0
1026,397333.0
1027,935877.0
1028,280000.0
1030,410000.0
1031,595000.0
1032,499000.0
1033,671753.0
1034,697000.0
1035,890000.0
1036,1244850.0
1037,810000.0
1038,1116000.0
1039,339000.0
1040,632500.0
1041,683485.0
1042,774000.0
1043,849000.0
1044,809000.0
1045,849000.0
1046,849000.0
1047,295000.0
1048,730000.0
1049,750000.0
1050,339000.0
1051,259000.0
1052,350000.0
1053,175555.0
1054,535000.0
1055,760000.0
1056,369000.0
1057,685000.0
1058,749000.0
1059,699999.0
1060,750000.0
1061,685000.0
1062,729000.0
1063,418812.0
1064,315000.0
1065,799000.0
1066,465000.0
1067,949000.0
1068,725000.0
1069,899000.0
1070,455000.0
1071,459000.0
1072,699000.0
1073,899000.0
1074,689000.0
1075,1500000.0
1076,569900.0
1077,697500.0
1078,444000.0
1079,385000.0
1080,378000.0
1081,1085000.0
1082,1300000.0
1083,790000.0
1084,449000.0
1085,1100000.0
1086,648888.0
1087,990000.0
1088,559000.0
1090,695000.0
1092,879000.0
1095,750000.0
1096,809000.0
1097,525000.0
1098,1040000.0
1100,631488.0
1101,588000.0
1102,679000.0
1103,1229000.0
1104,699000.0
1105,299000.0
1106,607300.0
1107,715000.0
1108,1300000.0
1109,545000.0
1110,820000.0
1111,560000.0
1112,520200.0
1113,690000.0
1114,300000.0
1115,279000.0
1116,640800.0
1117,829000.0
1118,977000.0
1119,575000.0
1120,899000.0
1121,399000.0
1122,853000.0
1125,900000.0
1127,1100000.0
1128,997000.0
1129,660000.0
1130,790000.0
1131,1333000.0
1132,531960.0
1133,380000.0
1134,799000.0
1135,580000.0
1136,399900.0
1138,278000.0
1140,529000.0
1142,350000.0
1143,669000.0
1144,405000.0
1145,804090.0
1146,777000.0
1147,649000.0
1148,289000.0
1149,1370000.0
1150,649000.0
1151,1075000.0
1152,809052.0
1153,325000.0
1154,475500.0
1155,590000.0
1156,1230000.0
1158,305000.0
1159,590000.0
1160,789000.0
1161,205000.0
1162,1262129.0
1163,1267000.0
1164,825000.0
1165,630828.0
1166,650000.0
1167,598000.0
1169,424000.0
1170,549000.0
1171,225000.0
1172,629000.0
1173,389000.0
1174,280150.0
1176,630000.0
1178,243000.0
1179,699000.0
1180,680894.0
1181,649000.0
1182,199000.0
1183,620000.0
1184,500050.0
1186,340000.0
1187,369000.0
1188,227000.0
1189,1220000.0
1191,660000.0
1192,720000.0
1193,247000.0
1194,480000.0
1195,859000.0
1196,360000.0
1197,695000.0
1199,620000.0
1200,999000.0
1201,899000.0
1202,915000.0
1203,557668.0
1204,766500.0
1205,820000.0
1206,629000.0
1207,720000.0
1209,645000.0
1210,410000.0
1211,599000.0
1212,395000.0
1213,549000.0
1214,1199000.0
1215,665000.0
1216,210000.0
1217,220000.0
1218,369000.0
1219,674000.0
1220,1152200.0
1221,870000.0
1222,1275000.0
1224,646900.0
1225,800000.0
1226,320000.0
1227,499000.0
1228,650000.0
1229,389000.0
1230,1199000.0
1231,750000.0
1232,899000.0
1233,656000.0
1235,695000.0
1236,1359000.0
1238,250000.0
1239,790000.0
1240,1100000.0
1241,799000.0
1242,799000.0
1243,396256.5
1244,399000.0
1245,426976.0
1246,577752.0
1247,650000.0
1248,899000.0
1249,649000.0
1251,599000.0
1252,735000.0
1253,862400.0
1254,479999.0
1255,969000.0
1256,889000.0
1257,459000.0
1258,679500.0
1259,1231200.0
1260,370000.0
1261,980000.0
1262,675000.0
1263,840000.0
1264,1119000.0
1265,1250000.0
1266,999000.0
1267,685014.0
1268,449000.0
1269,665000.0
1270,465000.0
1271,465000.0
1272,789000.0
1273,800000.0
1274,465000.0
1275,999999.0
1276,844001.0
1277,317000.0
1278,760000.0
1279,549000.0
1280,948868.0
1281,577000.0
1282,554400.0
1283,1230000.0
1284,450000.0
1285,485000.0
1286,544000.0
1287,885000.0
1288,560000.0
1289,635000.0
1290,560000.0
1291,888888.0
1292,749000.0
1293,899000.0
1294,449900.0
1295,945000.0
1296,699000.0
1297,1399000.0
1298,1300000.0
1299,849999.0
1300,399000.0
1301,529000.0
1302,459900.0
1303,789000.0
1304,720000.0
1305,629000.0
1306,777777.0
1307,1249000.0
1308,715000.0
1309,1030000.0
1310,850000.0
1311,614999.0
1312,1250000.0
1313,715000.0
1314,385000.0
1315,175000.0
1316,513000.0
1317,1190000.0
1318,575000.0
1319,657412.0
1320,619000.0
1321,599000.0
1322,675000.0
1323,350000.0
1325,690000.0
1326,600000.0
1327,830000.0
1328,495450.0
1329,260000.0
1330,377200.0
1331,399900.0
1332,635500.0
1333,571400.0
1334,485000.0
1335,555000.0
1336,190000.0
1337,255000.0
1338,262000.0
1339,298000.0
1340,465000.0
1341,1119000.0
1342,563655.0
1343,1490000.0
1344,999000.0
1345,540000.0
1346,541250.0
1347,759000.0
1348,1122999.0
1349,597000.0
1350,1202580.0
1351,390000.0
1353,598000.0
1354,439000.0
1355,596000.0
1356,900000.0
1357,1120000.0
1358,719500.0
1360,999999.0
1361,475000.0
1362,799500.0
1363,750000.0
1364,1119000.0
1365,312892.0
1367,530000.0
1368,653000.0
1369,880110.0
1370,399000.0
1371,320000.0
1372,629000.0
1373,879000.0
1374,459000.0
1375,449000.0
1376,398000.0
1377,720000.0
1378,569900.0
1379,515000.0
1380,780000.0
1381,899000.0
1382,729000.0
1383,480000.0
1384,435000.0
1385,599000.0
1386,445000.0
1387,549000.0
1388,503734.0
1389,654531.0
1390,833000.0
1391,625000.0
1392,483096.0
1393,550000.0
1394,442795.0
1395,1019920.0
1396,463372.0
1397,462352.0
1398,340000.0
1399,819000.0
1400,320000.0
1401,1300000.0
1402,599000.0
1403,1255000.0
1404,320000.0
1405,720000.0
1406,602031.0
1407,1374940.0
1408,1250000.0
1409,800850.0
1410,380000.0
1411,677350.0
1412,464000.0
1413,385339.0
1414,266349.0
1416,639000.0
1419,494000.0
1420,750000.0
1421,659000.0
1422,885000.0
1424,690000.0
1425,359000.0
1426,585735.0
1427,459000.0
1428,670000.0
1429,529000.0
1430,629000.0
1431,549000.0
1432,589000.0
1433,259000.0
1434,391100.0
1435,393000.0
1437,425000.0
1438,648465.0
1439,697000.0
1440,599000.0
1441,449000.0
1442,1188000.0
1443,625000.0
1444,668745.0
1445,289000.0
1446,424200.0
1447,449000.0
1448,740000.0
1449,538530.0
1450,516190.0
1451,516190.0
1452,680000.0
1453,516190.0
1454,895000.0
1455,516190.0
1456,695000.0
1457,398000.0
1458,358000.0
1459,798000.0
1460,669000.0
1461,737000.0
1462,685000.0
1463,679000.0
1464,589000.0
1466,299999.0
1467,339000.0
1468,650000.0
1469,596000.0
1470,369999.0
1471,599000.0
1472,516500.0
1473,499000.0
1475,280000.0
1476,480000.0
1477,950000.0
1478,412000.0
1479,580000.0
1480,999000.0
1481,520000.0
1482,510000.0
1483,659000.0
1484,899000.0
1485,400000.0
1486,490000.0
1487,768000.0
1488,529000.0
1489,599000.0
1490,1195000.0
1491,649999.0
1492,649999.0
1495,599000.0
1496,350000.0
1497,391644.0
1498,395000.0
1499,450000.0
1500,280881.0
1501,1200000.0
1503,983535.0
1504,950000.0
1505,1060945.0
1506,546120.0
1507,465000.0
1514,549000.0
1515,598021.0
1516,665984.0
1518,589000.0
1519,532422.0
1520,489510.0
1523,382000.0
1524,494424.0
1525,790000.0
1526,519000.0
1529,628998.0
1530,386942.0
1533,465000.0
1534,406000.0
1535,371583.0
1536,429660.0
1537,289920.0
1538,849000.0
1540,504450.0
1541,645960.0
1542,428456.0
1543,862300.0
1544,408105.0
1545,407296.0
1547,641618.0
1548,697034.0
1549,404708.0
1550,572418.0
1551,359000.0
1552,369532.8
1554,326920.0
1555,479450.0
1556,331716.0
1557,442904.0
1558,492940.0
1559,454089.0
1560,310000.0
1561,625660.0
1562,463908.0
1563,433540.0
1564,418190.0
1565,339932.0
1566,445900.0
1567,330000.0
1568,523652.0
1569,1121133.0
1571,321408.0
1572,255596.0
1573,227544.0
1574,937866.39
1575,406080.0
1576,423700.0
1578,589000.0
1579,1165815.0
1580,1406760.0
1581,599900.0
1582,790000.0
1583,405000.0
1584,512000.0
1585,220000.0
1586,678000.0
1587,425722.0
1588,424000.0
1589,314650.0
1590,471709.0
1591,489125.0
1593,414134.6
1594,418880.0
1598,794000.0
1599,567840.0
1600,525000.0
1602,472755.0
1604,351000.0
1605,407838.0
1606,410000.0
1607,599355.0
1608,755000.0
1609,639000.0
1610,329000.0
1611,799000.0
1612,451800.0
1613,438000.0
1614,650000.0
1615,650000.0
1616,1279000.0
1617,759000.0
1618,730000.0
1619,799000.0
1620,700000.0
1621,485000.0
1622,1220000.0
1623,390000.0
1624,890000.0
1625,155000.0
1626,750000.0
1627,880000.0
1628,549000.0
1629,750000.0
1630,1099000.0
1631,1450000.0
1632,569000.0
1633,315000.0
1634,355214.0
1635,570000.0
1636,452000.0
1637,427284.0
1638,394547.0
1639,386000.0
1640,450000.0
1641,445000.0
1642,639000.0
1643,280000.0
1645,660000.0
1646,690000.0
1647,480000.0
1648,455000.0
1649,413000.0
1651,489000.0
1652,595000.0
1653,409000.0
1654,483000.0
1656,1199000.0
1657,413100.0
1658,479220.0
1659,885000.0
1660,1200000.0
1661,720900.0
1662,277777.77
1663,261111.11
1664,436111.11
1665,812020.0
1666,549000.0
1667,619000.0
1668,819900.0
1670,519000.0
1671,339000.0
1672,649000.0
1673,776000.0
1675,529000.0
1676,799000.0
1677,1175000.0
1678,650000.0
1679,518185.0
1680,815000.0
1681,350000.0
1682,641000.0
1683,740000.0
1684,658000.0
1685,1100000.0
1686,625345.0
1687,395000.0
1688,340000.0
1689,655200.0
1690,499000.0
1691,497000.0
1692,459000.0
1693,995000.0
1694,510000.0
1695,329999.0
1696,460000.0
1698,500825.0
1699,1029000.0
1700,799999.0
1701,550000.0
1702,770000.0
1703,499000.0
1704,559000.0
1705,499000.0
1706,845000.0
1707,730000.0
1708,1310000.0
1709,299000.0
1710,517000.0
1711,713000.0
1712,449000.0
1713,599000.0
1714,530000.0
1715,330218.0
1716,520000.0
1717,375000.0
1719,615000.0
1720,999900.0
1721,635000.0
1722,1470000.0
1723,1350000.0
1724,320000.0
1725,615000.0
1726,690000.0
1727,702000.0
1728,320000.0
1729,967176.0
1730,1070000.0
1731,772000.0
1732,455000.0
1733,613000.0
1734,670000.0
1735,479000.0
1736,355000.0
1737,740000.0
1738,255000.0
1740,379000.0
1741,919000.0
1742,1265000.0
1743,1189000.0
1744,749000.0
1745,795000.0
1746,385000.0
1747,799000.0
1748,528000.0
1749,900000.0
1750,250000.0
1751,270000.0
1752,1200000.0
1753,370000.0
1754,367000.0
1755,274275.0
1756,421500.0
1759,325000.0
1760,680000.0
1761,600000.0
1762,600000.0
1763,737000.0
1764,619000.0
1765,695000.0
1766,415429.0
1767,699000.0
1768,890000.0
1769,199000.0
1770,609000.0
1771,495000.0
1772,299900.0
1773,950000.0
1774,440000.0
1775,849000.0
1776,750000.0
1777,649000.0
1779,331000.0
1780,570000.0
1781,433000.0
1782,396500.0
1783,1100000.0
1784,369999.0
1785,1100000.0
1786,1330000.0
1787,480000.0
1788,1030000.0
1789,699000.0
1790,399000.0
1792,849000.0
1793,405000.0
1794,565000.0
1795,1429000.0
1796,695000.0
1797,640000.0
1798,458000.0
1799,559000.0
1800,599000.0
1801,1410000.0
1802,1060000.0
1803,1072650.0
1804,380000.0
1805,195000.0
1806,849000.0
1807,590000.0
1808,990000.0
1809,362080.0
1810,919000.0
1811,775000.0
1812,401755.0
1813,409000.0
1814,776000.0
1815,455877.0
1816,699000.0
1817,719000.0
1818,230000.0
1819,623295.0
1820,540000.0
1821,575000.0
1822,291500.0
1824,229000.0
1826,1475000.0
1827,259000.0
1828,636000.0
1829,430000.0
1830,250000.0
1831,399000.0
1832,329000.0
1833,1250000.0
1834,259847.0
1835,519000.0
1836,759000.0
1837,415000.0
1838,530000.0
1839,450000.0
1840,287820.0
1841,660000.0
1842,775000.0
1843,274000.0
1844,1460000.0
1845,1250000.0
1846,410000.0
1847,699000.0
1848,609000.0
1849,504000.0
1850,749000.0
1851,1199999.0
1852,669000.0
1853,505225.0
1854,820000.0
1855,539000.0
1856,169000.0
1857,470000.0
1858,695140.0
1859,670000.0
1860,440000.0
1861,306480.0
1863,486900.0
1864,389000.0
1865,1360000.0
1866,744920.0
1867,499500.0
1868,980000.0
1870,1050000.0
1871,648000.0
1872,670000.0
1875,580000.0
1876,481900.0
1877,239000.0
1878,315000.0
1879,230000.0
1880,475000.0
1881,1348000.0
1882,705000.0
1883,1500000.0
1885,639100.0
1886,365000.0
1887,463450.0
1888,799000.0
1889,741000.0
1890,915000.0
1891,320000.0
1892,319680.0
1893,1089000.0
1894,427035.0
1895,499000.0
1896,419000.0
1897,487152.0
1898,860000.0
1899,1033000.0
1900,422620.0
1901,505000.0
1902,465000.0
1903,480000.0
1904,815000.0
1905,710000.0
1906,338680.0
1907,510000.0
1908,376000.0
1909,499000.0
1910,629000.0
1911,375000.0
1912,480000.0
1913,595000.0
1914,795000.0
1915,599000.0
1916,600000.0
1917,399000.0
1918,609000.0
1919,540000.0
1920,1399000.0
1921,285000.0
1922,483400.0
1923,472500.0
1924,1490000.0
1926,800000.0
1927,699000.0
1928,574190.0
1929,655000.0
1930,569000.0
1931,699000.0
1932,499000.0
1933,624000.0
1934,590000.0
1935,880000.0
1936,599991.0
1937,690000.0
1938,469000.0
1939,350000.0
1940,485000.0
1941,790090.0
1942,665000.0
1943,299000.0
1944,850000.0
1945,479400.0
1946,680000.0
1947,470000.0
1948,799000.0
1949,908000.0
1950,750000.0
1951,1120000.0
1952,510000.0
1953,548152.5
1954,688000.0
1955,980000.0
1956,322058.0
1957,420000.0
1958,394152.0
1959,699000.0
1960,680000.0
1961,649000.0
1962,680000.0
1963,590000.0
1964,449690.0
1965,745000.0
1966,669000.0
1967,770000.0
1968,439900.0
1969,1050000.0
1970,286500.0
1971,719000.0
1972,510000.0
1973,270200.0
1974,442050.0
1975,469000.0
1977,594875.0
1978,350000.0
1979,739000.0
1981,395000.0
1982,250000.0
1984,1099000.0
1985,321229.0
1986,539000.0
1987,423468.0
1988,369000.0
1989,610000.0
1990,395415.0
1991,542000.0
1992,489977.0
1993,550000.0
1994,448000.0
1995,515000.0
1996,499000.0
1997,600769.0
1998,900000.0
2000,362000.0
2001,452961.0
2002,298000.0
2003,346000.0
2004,1200000.0
