,price
12491,836880.0
12492,599000.0
12493,734000.0
12494,1379000.0
12495,557000.0
12496,499000.0
12497,1048000.0
12498,559000.0
12499,282000.0
12500,449000.0
12503,549000.0
12504,480000.0
12505,306699.0
12506,385000.0
12507,371400.0
12508,469000.0
12509,730000.0
12510,489000.0
12511,285000.0
12512,399000.0
12513,740000.0
12514,539000.0
12515,415000.0
12517,460000.0
12518,780000.0
12519,720000.0
12520,510000.0
12523,399000.0
12524,332000.0
12525,409000.0
12528,781990.0
12529,399880.0
12530,660000.0
12531,666400.0
12532,470000.0
12533,529000.0
12534,650000.0
12535,1140000.0
12536,433440.0
12537,299000.0
12538,590000.0
12539,980000.0
12540,619000.0
12541,296000.0
12542,335000.0
12543,569000.0
12545,269000.0
12546,348500.0
12547,1142532.0
12548,1476000.0
12549,1058157.44
12550,449850.0
12551,560000.0
12552,645721.55
12553,614900.0
12554,239000.0
12555,395000.0
12556,689000.0
12557,545000.0
12558,262000.0
12559,394820.0
12560,930000.0
12561,475000.0
12562,1031251.0
12563,599000.0
12564,1388955.0
12565,790000.0
12566,455000.0
12567,859000.0
12568,720000.0
12569,645990.0
12570,689999.0
12571,120000.0
12573,333000.0
12574,655000.0
12575,488320.0
12576,435000.0
12577,403750.0
12578,557900.0
12579,395000.0
12581,699000.0
12582,419000.0
12583,319000.0
12584,405000.0
12585,539000.0
12586,185000.0
12587,870747.1
12588,449000.0
12589,490000.0
12590,649000.0
12591,970630.0
12592,640000.0
12593,915000.0
12594,356447.0
12595,645000.0
12596,279000.0
12597,685000.0
12598,285000.0
12599,370000.0
12600,429000.0
12601,650000.0
12602,440000.0
12603,460000.0
12604,1150000.0
12605,1059000.0
12606,530000.0
12607,630000.0
12608,509000.0
12609,323000.0
12610,549000.0
12611,277000.0
12612,750000.0
12613,400000.0
12615,246000.0
12617,930000.0
12618,515000.0
12619,489900.0
12620,569000.0
12621,506550.0
12622,689000.0
12623,1059000.0
12624,533000.0
12625,869000.0
12626,750000.0
12627,505000.0
12628,219000.0
12629,550000.0
12630,530000.0
12631,350000.0
12632,600000.0
12633,677000.0
12634,600000.0
12635,560000.0
12636,353617.0
12637,349614.6
12638,968800.0
12639,339000.0
12640,779000.0
12641,366576.0
12642,926628.0
12643,823388.0
12644,649000.0
12645,1104700.0
12646,249000.0
12647,649000.0
12648,813000.0
12649,385000.0
12650,369000.0
12651,402225.0
12652,370000.0
12653,445775.0
12654,436255.0
12655,849000.0
12656,199900.0
12657,400000.0
12658,839993.0
12659,915001.0
12660,620000.0
12661,389000.0
12662,349000.0
12663,750000.0
12664,399000.0
12665,589000.0
12666,659000.0
12667,637000.0
12668,465000.0
12669,532487.0
12670,700000.0
12671,756518.64
12672,740000.0
12673,994368.0
12674,595000.0
12677,249000.0
12678,339900.0
12679,699000.0
12680,499000.0
12681,580000.0
12682,360000.0
12683,779000.0
12685,346550.0
12686,416550.0
12687,500900.0
12688,778600.0
12689,749000.0
12690,809000.0
12691,929000.0
12692,285000.0
12693,690000.0
12694,579000.0
12695,825000.0
12696,1043250.0
12697,305000.0
12698,669000.0
12699,996454.0
12700,749000.0
12701,365500.0
12703,399000.0
12704,210000.0
12705,1250000.0
12706,495000.0
12707,255000.0
12708,220000.0
12709,585000.0
12710,499500.0
12711,355000.0
12712,319000.0
12713,770000.0
12714,1299000.0
12716,499000.0
12717,1500000.0
12718,1040000.0
12719,940000.0
12721,1129000.0
12722,1299000.0
12724,549000.0
12725,363510.0
12726,690000.0
12727,820000.0
12728,355000.0
12729,650000.0
12730,977000.0
12731,507078.0
12732,877875.0
12733,659000.0
12734,1300000.0
12736,950000.0
12737,585000.0
12738,305000.0
12739,462000.0
12740,639000.0
12741,440000.0
12742,539990.0
12745,270000.0
12746,249900.0
12747,410000.0
12748,379000.0
12749,695000.0
12750,250000.0
12751,224000.0
12752,930000.0
12753,469000.0
12754,439000.0
12755,459900.0
12756,645000.0
12757,280000.0
12758,360555.0
12759,529000.0
12760,320000.0
12761,510000.0
12762,995000.0
12763,474000.0
12764,1350000.0
12765,195000.0
12766,890000.0
12767,1175000.0
12768,925000.0
12769,799000.0
12770,569000.0
12771,810000.0
12772,476900.0
12773,599000.0
12774,819264.0
12775,656000.0
12776,510000.0
12777,1099000.0
12778,565000.0
12779,557000.0
12780,890000.0
12781,720000.0
12782,440000.0
12783,427000.0
12784,871700.0
12785,669000.0
12786,869000.0
12787,557000.0
12788,579000.0
12789,779000.0
12790,545000.0
12791,850000.0
12792,483000.0
12793,549600.0
12794,679000.0
12795,539000.0
12796,590000.0
12797,409000.0
12798,530000.0
12799,599000.0
12800,347000.0
12801,470000.0
12802,475000.0
12803,389000.0
12804,440000.0
12805,750000.0
12806,825000.0
12807,714479.0
12808,980000.0
12809,877000.0
12810,350000.0
12811,850000.0
12812,411120.0
12813,548329.0
12814,490000.0
12816,299900.0
12817,749000.0
12818,373495.98
12819,580000.0
12820,499000.0
12821,440000.0
12822,289000.0
12823,665000.0
12825,400000.0
12826,639999.0
12827,1399000.0
12828,666010.0
12829,663000.0
12830,305000.0
12831,579000.0
12832,990000.0
12833,713440.0
12835,555500.0
12837,449000.0
12838,455000.0
12839,450000.0
12840,710000.0
12841,615000.0
12842,320000.0
12843,404284.0
12844,515000.0
12845,899000.0
12846,335000.0
12847,515000.0
12848,287000.0
12849,232000.0
12850,225000.0
12851,265000.0
12852,380000.0
12853,415000.0
12854,280000.0
12855,1059000.0
12856,215000.0
12857,419000.0
12858,319000.0
12859,795000.0
12860,290032.0
12861,295000.0
12862,740000.0
12863,1159000.0
12864,350000.0
12865,339000.0
12866,429000.0
12867,219000.0
12868,419000.0
12869,543000.0
12870,276668.0
12871,600000.0
12872,393686.0
12873,235750.0
12874,350000.0
12875,739000.0
12876,1262500.0
12877,521700.0
12878,450000.0
12879,570000.0
12880,600000.0
12881,799000.0
12882,433495.0
12883,599000.0
12884,249640.0
12885,767000.0
12886,689000.0
12887,830000.0
12888,190000.0
12889,720000.0
12890,583000.0
12891,549000.0
12892,317580.0
12893,343280.0
12894,699000.0
12895,438000.0
12896,392630.0
12897,680000.0
12898,699000.0
12899,425000.0
12900,630000.0
12901,406911.0
12902,660000.0
12903,312424.0
12904,670280.0
12905,850000.0
12906,832304.0
12907,982224.0
12908,749000.0
12909,1220000.0
12910,750000.0
12911,499000.0
12912,420000.0
12913,620000.0
12914,590000.0
12915,457000.0
12916,644248.0
12917,755000.0
12918,920678.0
12919,749000.0
12920,709000.0
12921,549000.0
12922,739833.0
12923,370000.0
12924,836880.0
12925,650000.0
12926,390000.0
12927,520000.0
12928,340000.0
12929,466004.0
12930,660000.0
12931,1290000.0
12932,219000.0
12933,299000.0
12934,459306.0
12935,979000.0
12936,477664.0
12937,430000.0
12938,399000.0
12939,670000.0
12940,459000.0
12941,967000.0
12942,789000.0
12943,498000.0
12944,460135.0
12945,331962.0
12947,259900.0
12948,526775.0
12949,229000.0
12950,247000.0
12951,1200000.0
12952,529846.0
12953,199710.0
12954,625000.0
12955,210000.0
12956,389000.0
12957,670000.0
12958,699000.0
12959,409000.0
12961,1000000.0
12965,858500.0
12966,585000.0
12967,951592.0
12968,599000.0
12969,169000.0
12970,425000.0
12971,345000.0
12972,328334.0
12973,1497007.0
12974,949000.0
12975,528000.0
12976,560000.0
12977,385000.0
12978,749000.0
12979,914000.0
12980,720000.0
12981,705000.0
12982,749000.0
12983,432000.0
12984,1050000.0
12985,375000.0
12986,819000.0
12987,439000.0
12988,409000.0
12989,360960.0
12990,310788.0
12991,315056.0
12992,373730.0
12993,588928.0
12994,271068.0
12995,239000.0
12996,366885.0
12997,1120000.0
12998,399602.0
12999,404679.0
13000,1199000.0
13001,748763.0
13002,530000.0
13003,528000.0
13004,1400000.0
13005,1040000.0
13007,425000.0
13008,569000.0
13009,850000.0
13010,1350500.0
13011,505000.0
13012,599000.0
13013,380000.0
13014,657000.0
13015,920250.0
13016,845000.0
13017,587000.0
13018,988000.0
13020,499000.0
13021,1116146.0
13022,680000.0
13023,950000.0
13024,643194.0
13025,950000.0
13026,540200.0
13027,1050000.0
13028,950000.0
13029,296800.0
13030,537000.0
13031,608000.0
13032,900000.0
13033,624200.0
13034,900000.0
13035,801600.0
13036,619999.0
13037,504878.0
13038,1075000.0
13039,1050000.0
13040,649000.0
13041,249000.0
13042,304000.0
13043,788000.0
13044,950000.0
13045,999000.0
13047,699000.0
13048,799000.0
13049,336000.0
13050,1139000.0
13051,720000.0
13052,1019000.0
13053,445000.0
13054,738000.0
13055,460112.0
13056,699000.0
13057,535000.0
13058,670072.0
13061,320000.0
13062,852800.0
13063,422000.0
13064,720900.0
13065,1050000.0
13066,235000.0
13067,655000.0
13068,694500.0
13070,399000.0
13071,247095.0
13072,310000.0
13073,689000.0
13074,559000.0
13075,1100000.0
13076,649000.0
13077,419000.0
13078,510000.0
13079,1063000.0
13080,719900.0
13082,1130000.0
13083,563000.0
13084,698000.0
13085,489000.0
13086,889785.0
13087,899000.0
13088,660000.0
13089,415000.0
13090,1249000.0
13091,699000.0
13092,830000.0
13093,895000.0
13094,870000.0
13095,699000.0
13096,1149000.0
13097,869000.0
13098,425000.0
13099,699000.0
13100,736000.0
13101,879500.0
13102,369000.0
13103,700000.0
13104,349000.0
13105,289000.0
13106,313100.0
13107,695000.0
13108,485000.0
13109,849000.0
13110,1200000.0
13111,639000.0
13112,650000.0
13113,653500.0
13114,499000.0
13115,493000.0
13116,433761.0
13117,729000.0
13118,439421.0
13119,646000.0
13120,650000.0
13121,655000.0
13122,409000.0
13123,720000.0
13124,370000.0
13125,489000.0
13126,308570.0
13127,790000.0
13128,1399000.0
13129,699000.0
13130,788800.0
13131,349000.0
13132,555048.0
13133,465000.0
13134,1378000.0
13135,385000.0
13136,660000.0
13137,1075000.0
13138,660000.0
13139,486885.0
13140,427794.0
13141,639000.0
13142,400000.0
13143,445000.0
13145,785000.0
13147,275000.0
13148,769000.0
13149,749000.0
13150,542700.0
13151,880800.0
13152,630000.0
13154,963000.0
13156,809000.0
13157,799000.0
13158,625000.0
13159,385000.0
13160,649000.0
13161,460000.0
13162,424000.0
13163,389000.0
13164,350000.0
13165,496800.0
13166,492000.0
13167,515000.0
13168,840000.0
13169,795000.0
13170,245000.0
13171,599000.0
13172,539000.0
13173,570000.0
13174,789000.0
13175,860008.0
13176,629000.0
13177,731500.0
13178,439000.0
13179,499000.0
13181,360000.0
13182,499000.0
13183,550000.0
13184,659000.0
13185,659000.0
13186,328000.0
13187,399000.0
13188,559000.0
13189,539000.0
13190,502896.6
13191,600000.0
13192,649000.0
13193,699000.0
13194,329000.0
13196,333000.0
13197,809000.0
13198,530000.0
13199,335000.0
13200,881400.0
13202,695000.0
13203,1063397.0
13204,670280.0
13205,670280.0
13206,785000.0
13207,557440.0
13208,515000.0
13209,539120.0
13210,410000.0
13211,570000.0
13212,950000.0
13213,870000.0
13214,796250.0
13215,249000.0
13216,515320.0
13218,855000.0
13219,450000.0
13220,770000.0
13221,688352.0
13222,430780.0
13223,995000.0
13224,389000.0
13225,429000.0
13226,389000.0
13227,439000.0
13228,429000.0
13229,399000.0
13230,399000.0
13231,996000.0
13232,265000.0
13233,550000.0
13234,980000.0
13236,468161.72
13237,395000.0
13238,229900.0
13239,395000.0
13240,819999.0
13241,389000.0
13242,425750.0
13243,1439812.0
13244,929999.0
13245,748000.0
13246,549000.0
13247,1350000.0
13248,1350000.0
13249,610335.0
13250,850000.0
13251,930000.0
13252,290000.0
13253,288000.0
13254,403000.0
13255,850000.0
13257,760000.0
13258,521000.0
13259,599000.0
13260,690000.0
13261,532086.0
13262,749000.0
13263,900000.0
13264,505000.0
13265,604675.0
13266,649000.0
13267,291200.0
13269,439000.0
13271,809000.0
13272,476081.0
13273,591480.0
13274,650000.0
13275,670000.0
13276,539120.0
13277,448800.0
13278,649000.0
13279,799000.0
13280,549000.0
13281,1220000.0
13282,1031160.0
13283,999000.0
13284,1400000.0
13285,210000.0
13287,1400000.0
13288,699000.0
13289,482080.0
13290,799000.0
13291,849000.0
13293,899000.0
13294,895000.0
13295,390000.0
13296,830000.0
13297,357216.0
13298,1300000.0
13299,929000.0
13300,130000.0
13301,440000.0
13302,567314.0
13303,460000.0
13304,1450000.0
13305,799000.0
13307,419000.0
13308,295000.0
13309,225000.0
13310,449000.0
13311,669000.0
13312,680000.0
13313,625000.0
13314,770000.0
13315,1490000.0
13316,430000.0
13317,495000.0
13318,947000.0
13319,655500.0
13320,689000.0
13321,852308.0
13322,720000.0
13323,474000.0
13324,391000.0
13325,549000.0
13326,675000.0
13327,665000.0
13328,770000.0
13329,259999.0
13330,449900.0
13331,190000.0
13332,840728.0
13333,788000.0
13334,464162.0
13335,326000.0
13336,619000.0
13337,415440.0
13338,599000.0
13339,900000.0
13340,444000.0
13341,249000.0
13342,385128.0
13343,235000.0
13344,215000.0
13345,335633.0
13346,662233.0
13347,678033.0
13349,321086.0
13350,415000.0
13351,770000.0
13352,1130000.0
13353,369000.0
13354,1180000.0
13355,480000.0
13356,439000.0
13357,455400.0
13358,439000.0
13359,259000.0
13360,600000.0
13361,610000.0
13362,795000.0
13363,379000.0
13364,269000.0
13365,429000.0
13366,267630.0
13367,469000.0
13368,466000.0
13369,610000.0
13370,535000.0
13371,1165000.0
13372,516000.0
13373,340000.0
13374,449000.0
13375,1371000.0
13376,1372000.0
13377,675000.0
13378,349000.0
13379,680000.0
13380,990000.0
13381,950000.0
13382,419600.0
13384,295000.0
13385,1300000.0
13386,1169000.0
13387,460000.0
13388,629000.0
13389,145000.0
13390,450000.0
13391,535000.0
13392,406900.0
13393,285000.0
13395,465470.0
13396,520880.0
13397,250000.0
13398,365955.0
13399,640500.0
13400,337683.0
13401,1349000.0
13402,815000.0
13403,749000.0
13404,470000.0
13405,720000.0
13406,695000.0
13407,850000.0
13408,839000.0
13409,599000.0
13410,865000.0
13412,649000.0
13413,790000.0
13414,865000.0
13415,550000.0
13416,218000.0
13417,799000.0
13418,663000.0
13419,650720.0
13420,224000.0
13421,690000.0
13423,658000.0
13424,815000.0
13425,1300000.0
13426,480000.0
13427,1050000.0
13428,599000.0
13429,1229000.0
13430,577720.0
13431,1349000.0
13432,629000.0
13433,429660.0
13434,1350000.0
13435,339000.0
13436,1360000.0
13437,275000.0
13438,1150000.0
13439,585000.0
13440,920000.0
13441,1250000.0
13442,999900.0
13443,736006.0
13444,679998.0
13445,383825.0
13446,571506.0
13447,799005.0
13448,498412.0
13449,699005.0
13450,767087.0
13451,350000.0
13452,539000.0
13453,741312.0
13454,438360.0
13455,455500.0
13456,920000.0
13457,383825.0
13458,679600.0
13460,650000.0
13462,383825.0
13463,465000.0
13464,280000.0
13467,471000.0
13469,599999.0
13470,408000.0
13471,520000.0
13472,660000.0
13473,950000.0
13474,359000.0
13476,455562.5
13477,625000.0
13478,569000.0
13479,649000.0
13480,549000.0
13481,759000.0
13482,590000.0
13483,499000.0
13484,381500.0
13485,344540.0
13486,330000.0
13487,477000.0
13488,439000.0
13489,399000.0
13490,239000.0
13491,579000.0
13492,386000.0
13493,615000.0
13494,602591.4
13495,1290000.0
13496,553450.0
13497,819000.0
13498,249000.0
13499,599000.0
13500,303698.0
13501,699000.0
13502,699999.0
13503,449000.0
13504,670000.0
13505,1150000.0
13506,300000.0
13507,394000.0
13509,466500.0
13510,180000.0
13511,684000.0
13512,584000.0
13513,265000.0
13514,1025745.0
13515,499999.0
13516,549000.0
13517,888000.0
13518,295000.0
13519,412000.0
13520,506160.0
13521,670000.0
13522,450000.0
13523,555555.0
13524,699000.0
13525,819323.0
13526,750000.0
13527,855900.0
13528,431751.0
13529,1058015.0
13530,729000.0
13531,617238.0
13532,499000.0
13534,310000.0
13535,790000.0
13536,770000.0
13537,825000.0
13538,980000.0
13539,465000.0
13540,799000.0
13541,950000.0
13542,990000.0
13543,819000.0
13544,630000.0
13545,379000.0
13546,700000.0
13547,570000.0
13548,449000.0
13549,465000.0
13550,509000.0
13551,530000.0
13552,390000.0
13553,501956.0
13554,1150000.0
13555,540000.0
13556,208745.0
13557,551924.0
13558,672702.0
13559,316440.0
13560,450000.0
13561,510000.0
13562,728000.0
13563,950000.0
13564,714000.0
13565,200000.0
13566,199000.0
13567,617238.0
13568,822500.0
13569,992200.0
13570,340000.0
13571,880000.0
13572,1092240.0
13573,825243.0
13574,469000.0
13575,610000.0
13576,1250000.0
13577,541926.0
13578,690000.0
13579,445000.0
13580,498000.0
13581,618890.49
13582,515936.0
13583,1200000.0
13584,429000.0
13585,550000.0
13586,940720.0
13587,510000.0
13588,590000.0
13589,335218.5
13590,249000.0
13591,349000.0
13592,689000.0
13594,419000.0
13595,519000.0
13596,450000.0
13597,599000.0
13598,595000.0
13599,855323.0
13600,734760.0
13601,634809.0
13602,289000.0
13603,329000.0
13604,375000.0
13605,699900.0
13606,349000.0
13607,599900.0
13608,699900.0
13610,710450.0
13611,599900.0
13612,699900.0
13613,730000.0
13614,829000.0
13615,779000.0
13616,1099000.0
13617,762000.0
13618,800000.0
13619,599900.0
13621,193000.0
13622,420000.0
13623,740000.0
13624,538900.0
13625,799000.0
13626,788000.0
13627,599000.0
13628,377000.0
13629,469000.0
13630,915000.0
13631,665000.0
13632,579000.0
13633,460000.0
13634,575000.0
13635,795000.0
13636,257703.0
13637,690000.0
13638,530000.0
13642,1250000.0
13645,646100.0
13646,904017.51
13648,680000.0
13649,265000.0
13650,309000.0
13651,389000.0
13652,265000.0
13653,487000.0
13654,1475000.0
13655,409000.0
13656,586586.0
13657,499000.0
13658,1199000.0
13659,499900.0
13660,349000.0
13661,398981.0
13662,389000.0
13663,377000.0
13664,495000.0
13665,745000.0
13666,428000.0
13667,571144.0
13668,570502.5
13669,829000.0
13670,1500000.0
13671,299049.0
13672,810000.0
13673,660317.0
13675,403000.0
13676,631488.0
13677,496600.0
13678,499000.0
13679,450000.0
13680,345000.0
13681,947000.0
13682,769000.0
13683,595000.0
13684,519000.0
13685,567892.0
13686,450000.0
13687,590000.0
13688,1356300.0
13689,1195000.0
13690,617375.0
13691,394750.0
13693,629000.0
13694,524900.0
13695,325000.0
13696,875000.0
13697,680000.0
13698,633150.0
13699,560000.0
13700,329000.0
13701,212000.0
13702,410000.0
13703,285000.0
13704,360000.0
13706,1280000.0
13707,270000.0
13708,369360.0
13710,289000.0
13711,267000.0
13712,285000.0
13713,1099000.0
13714,639000.0
13715,1430000.0
13716,555000.0
13717,455000.0
13718,499000.0
13719,369000.0
13720,465000.0
13721,465000.0
13722,770000.0
13723,475000.0
13724,564211.0
13725,209000.0
13726,274329.0
13727,699000.0
13728,726524.0
13729,260000.0
13731,613536.0
13732,630000.0
13733,599000.0
13734,320000.0
13735,607500.0
13736,495000.0
13737,432000.0
13739,409000.0
13740,660000.0
13741,649000.0
13742,342000.0
13743,549000.0
13744,729000.0
13745,639000.0
13746,475384.0
13747,318677.15
13748,920000.0
13750,669000.0
13751,429999.0
13752,800837.0
13753,389000.0
13754,690000.0
13755,850000.0
13756,854000.0
13757,660000.0
13758,819000.0
13759,555000.0
13760,699000.0
13761,799000.0
13762,749000.0
13763,1099000.0
13764,319000.0
13765,409277.0
13766,555000.0
13767,550000.0
13768,399000.0
13769,399000.0
13770,430000.0
13771,420000.0
13773,1118750.0
13774,1199000.0
13775,570000.0
13776,950000.0
13777,1351349.0
13778,1150450.0
13779,869859.0
13780,750000.0
13781,288000.0
13782,799000.0
13783,355000.0
13784,517500.0
13785,549000.0
13786,382000.0
13787,589000.0
13788,888800.0
13790,415140.0
13791,496000.0
13792,519000.0
13793,802663.0
13794,180000.0
13795,1228482.0
13796,699000.0
13797,839000.0
13798,465000.0
13799,790000.0
13800,315000.0
13801,178000.0
13803,1475000.0
13804,605038.0
13805,599000.0
13806,459000.0
13807,690000.0
13808,681404.0
13809,445000.0
13810,489000.0
13811,930000.0
13812,699000.0
13813,399000.0
13814,300000.0
13815,1053000.0
13817,899500.0
13818,580000.0
13819,342130.0
13820,1099000.0
13821,839000.0
13822,929772.0
13823,680000.0
13824,899560.0
13825,859000.0
13826,499000.0
13827,869000.0
13828,1150000.0
13829,850000.0
13830,872278.0
13831,660000.0
13832,430000.0
13833,689000.0
13834,641850.0
13835,662111.0
13836,787561.0
13837,720000.0
13838,899000.0
13839,1023164.0
13841,1313230.0
13842,1255905.0
13843,620000.0
13844,1250000.0
13845,662111.0
13846,561462.0
13847,504503.0
13848,799000.0
13849,436146.0
13850,621830.0
13851,620494.0
13852,1058016.0
13853,808999.0
13854,875000.0
13855,550000.0
13856,1082250.0
13857,1199000.0
13858,669000.0
13859,429000.0
13860,1240000.0
13861,616000.0
13862,514000.0
13863,1290000.0
13864,1099000.0
13865,440000.0
13866,1150000.0
13867,795000.0
13868,889000.0
13869,635000.0
13870,708000.0
13871,680000.0
13872,1050000.0
13873,281046.0
13874,615000.0
13877,798000.0
13878,819000.0
13879,1145000.0
13880,1470000.0
13881,699000.0
13882,759000.0
13883,649000.0
13885,729000.0
13886,624459.0
13887,680000.0
13888,890000.0
13889,489375.0
13890,630000.0
13891,709000.0
13892,929000.0
13893,715000.0
13894,229000.0
13895,879000.0
13896,880000.0
13897,590000.0
13898,785000.0
13899,759000.0
13900,699000.0
13901,589000.0
13902,707280.0
13903,310000.0
13904,469000.0
13905,899000.0
13906,899000.0
13907,1458600.0
13908,611600.0
13909,431620.0
13910,389000.0
13911,345000.0
13912,689000.0
13913,528999.0
13914,397825.0
13915,310000.0
13916,359000.0
13917,600000.0
13918,840000.0
13919,280000.0
13920,785000.0
13921,395500.0
13922,501990.0
13923,466593.0
13924,1279653.0
13926,678392.0
13927,757872.0
13928,695131.0
13929,409000.0
13930,451908.0
13931,621600.0
13932,340000.0
13933,465000.0
13934,459000.0
13935,710000.0
13936,669000.0
13937,659400.0
13938,328999.0
13939,419000.0
13940,629000.0
13941,728460.0
13942,479000.0
13943,666000.0
13944,569999.2
13945,549000.0
13946,895000.0
13947,679000.0
13948,370000.0
13949,385000.0
13950,240000.0
13951,629900.0
13952,799000.0
13953,668516.0
13954,850000.0
13955,999999.0
13956,648000.0
13957,699999.0
13958,370000.0
13959,525000.0
13960,1199000.0
13961,920000.0
13962,809600.0
13963,1192090.0
13964,731630.0
13965,471500.0
13966,729000.0
13967,926190.0
13968,723303.0
13969,865000.0
13970,425000.0
13971,425000.0
13972,1049716.0
13973,925000.0
13974,422739.0
13976,809000.0
13979,745000.0
13980,1500000.0
13982,615681.0
13983,220000.0
13984,322857.0
13985,780000.0
13986,647689.71
13987,298000.0
13988,535000.0
13989,355000.0
13990,1150000.0
13991,1090000.0
13992,770000.0
13993,1020000.0
13994,666832.0
13995,889432.0
13998,761376.0
13999,800000.0
14000,697034.0
14002,344000.0
14003,365811.0
14004,417933.0
14005,528700.0
14006,553700.0
14007,313811.0
14008,470344.0
14009,565000.0
14010,599000.0
14011,745000.0
14012,415446.0
14013,412903.0
14014,586650.0
14015,233800.0
14016,512890.0
14018,759000.0
14019,973000.0
14020,744640.0
14021,764000.0
14022,950000.0
14024,1499999.0
14025,610000.0
14026,799000.0
14027,649000.0
14028,459000.0
14029,279000.0
14030,794000.0
14031,598000.0
14032,789000.0
14033,452760.0
14034,649000.0
14035,670000.0
14036,650000.0
14037,572508.0
14038,549000.0
14039,469000.0
14040,679800.0
14042,495000.0
14044,465000.0
14045,421290.0
14046,849000.0
14047,697000.0
14049,648000.0
14051,226200.0
14053,569000.0
14054,529000.0
14055,739000.0
14057,529000.0
14058,478000.0
14059,240000.0
14060,415000.0
14061,339000.0
14062,799000.0
14064,555930.0
14065,629000.0
14066,597000.0
14067,369000.0
14068,1290000.0
14069,549000.0
14071,827000.0
14072,585905.0
14073,729000.0
14074,555000.0
14075,279000.0
14076,249000.0
14077,433200.0
14078,1030000.0
14079,951860.0
14080,675000.0
14081,569000.0
14082,609705.0
14083,545000.0
14084,410000.0
14085,565000.0
14086,356722.0
14087,772511.0
14088,489422.0
14089,399504.0
14090,547000.0
14091,499000.0
14092,565000.0
14093,497000.0
14094,565000.0
14095,384600.0
14096,308140.0
14097,495000.0
14104,464984.0
14119,599000.0
14120,396270.0
14121,283745.0
14122,578500.0
14126,529980.0
14127,416842.0
14128,531960.0
14129,418680.0
14130,539000.0
14132,433458.0
14133,383526.0
14135,396000.0
14137,350160.3
14138,619000.0
14139,500000.0
14140,586055.0
14143,384710.0
14144,442000.0
14145,578000.0
14146,319600.0
14147,634550.0
14150,340000.0
14151,505905.0
14152,395070.0
14153,368000.0
14154,817800.0
14155,492719.0
14156,284349.0
14157,600000.0
14159,242460.0
14160,502900.0
14161,463164.48
14162,703780.0
14163,520000.0
14165,378088.0
14167,949000.0
14170,516190.0
14171,979707.0
14172,727650.0
14173,408410.0
14174,1194754.0
14175,461025.0
14179,709643.58
14180,595850.0
14182,670614.0
14186,500000.0
14187,501084.0
14189,599000.0
14190,1289000.0
14191,699000.0
14192,540000.0
14193,644742.0
14194,1135134.0
14195,439000.0
14197,1138000.0
14198,1188000.0
14199,340900.0
14200,513000.0
14201,471000.0
14202,452000.0
14203,689000.0
14204,420000.0
14205,319656.0
14206,456822.89
14207,789000.0
14208,595000.0
14209,367000.0
14210,499000.0
14211,429000.0
14212,410000.0
14213,505000.0
14214,730000.0
14215,194900.0
14216,199900.0
14217,485000.0
14218,359500.0
14219,759000.0
14220,409000.0
14221,549000.0
14222,871000.0
14223,500000.0
14224,1425000.0
14225,675000.0
14226,398500.0
14227,340000.0
14228,820100.0
14229,637000.0
14230,550000.0
14231,504000.0
14232,681072.0
14233,650000.0
14234,700000.0
14235,1050000.0
14236,340720.0
14237,796500.0
14238,1450000.0
14239,398000.0
14240,309000.0
14241,278512.0
14242,619000.0
14243,720000.0
14244,940000.0
14245,435000.0
14246,599000.0
14247,310000.0
14248,325000.0
14249,400224.0
14250,899000.0
14251,748000.0
14252,542685.0
14253,399000.0
14254,763000.0
14255,284000.0
14256,330000.0
14257,349000.0
14258,420975.0
14259,269307.0
14260,324368.0
14261,414576.0
14262,287640.0
14263,444168.0
14264,415000.0
14265,443000.0
14266,699000.0
14267,413816.0
14268,399000.0
14269,1285000.0
14270,780000.0
14272,1250000.0
14273,1360000.0
14274,780000.0
14275,545000.0
14276,1085000.0
14277,700000.0
14278,430000.0
14279,699000.0
14280,439000.0
14281,675000.0
14282,699000.0
14283,790000.0
14284,600000.0
14285,819000.0
14286,680000.0
14287,451421.0
14288,701389.0
14289,722270.0
14290,695251.0
14291,439421.0
14292,529000.0
14293,749000.0
14294,445000.0
14295,1050000.0
14296,381000.0
14297,999970.0
14298,1425000.0
14299,1468566.0
14300,681000.0
14301,510000.0
14302,161000.0
14304,357000.0
14305,835000.0
14306,835000.0
14307,738990.0
14308,429900.0
14309,375000.0
14310,650000.0
14311,397000.0
14312,724275.0
14313,325000.0
14314,400000.0
14315,199900.0
14316,849000.0
14317,457300.0
14318,989000.0
14319,495000.0
14320,313600.0
14322,398000.0
14323,760000.0
14324,366983.5
14325,689000.0
14326,965900.0
14327,742469.0
14328,759000.0
14329,299000.0
14330,840000.0
14334,539000.0
14335,445000.0
14336,459000.0
14337,465000.0
14338,746000.0
14339,499000.0
14340,549000.0
14341,935000.0
14342,589000.0
14343,535000.0
14344,699000.0
14345,625000.0
14346,913000.0
14347,630000.0
14348,415000.0
14349,560000.0
14350,495000.0
14351,310000.0
14352,238000.0
14353,245000.0
14354,480000.0
14355,276251.0
14356,740700.0
14357,685000.0
14358,215000.0
14360,1039000.0
14361,530000.0
14362,359000.0
14363,789500.0
14364,1199000.0
14365,318997.0
14366,389000.0
14367,799000.0
14368,530000.0
14369,560000.0
14370,599000.0
14371,257703.0
14372,670000.0
14373,455000.0
14374,852720.0
14375,399000.0
14376,850000.0
14377,576000.0
14378,405000.0
14379,750000.0
